"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","ENCODE_max","Gene_Type","Gene_group","PC1","PC2","PC3","PC4","PC5"
"RNU6-274P",0.00600000005215406,0.30799999833107,0.00700000021606683,0,0,"Pseudogene","RNU6",0.317959669965989,0.203815366622142,0.0353988255001841,0.40023784848937,-0.0735754553710948
"RNU6-275P",0.483999997377396,0.130999997258186,0.12899999320507,0,0,"Pseudogene","RNU6",-1.38754492608837,-0.824224003738272,-0.0323785125928015,-1.6971849718507,-1.22065477304564
"RNU6-276P",0.00750000029802322,-0.0780000016093254,-0.10700000077486,0,0,"Pseudogene","RNU6",0.83590612400651,0.0447650615337314,0.040085110981989,-0.0955591405464509,0.0261504328129514
"RNU6-277P",0.637000024318695,0.361999988555908,0.503500014543533,15,0,"Pseudogene","RNU6",-2.61107377565269,-1.16936097948291,-0.0644353942121383,-1.96478942935818,-1.29201124851398
"RNU6-278P",0.00100000004749745,-0.317999988794327,0.10700000077486,2,0,"Pseudogene","RNU6",0.85855705641099,-0.194014175941058,0.0361811007298452,-0.329056317026959,0.534911727366229
"RNU6-279P",0.00999999977648258,0.063000001013279,0.0350000001490116,1,0,"Pseudogene","RNU6",0.520535061942285,0.0434107739374356,0.0352022437072273,0.0893350800473878,0.129877828203449
"RNU6-27P",0.0329999998211861,0.214000001549721,0.451999992132187,2,0,"Pseudogene","RNU6",-0.195029431451954,-0.137586396423257,0.0198925426324308,0.248740875064527,0.573482604448255
"RNU6-280P",0.0189999993890524,0.282999992370605,-0.0135000003501773,0,0,"Pseudogene","RNU6",0.31941158406755,0.177309492387332,0.0343037777587107,0.314734614050223,-0.125897899008474
"RNU6-281P",0.0320000015199184,-0.104999996721745,0.354999989271164,0,0,"Pseudogene","RNU6",0.244454782582627,-0.263818691524934,0.0241223416395039,-0.152379075294883,0.658476076277266
"RNU6-282P",0.0320000015199184,0.30799999833107,0.0379999987781048,10,0,"Pseudogene","RNU6",0.187143928133752,0.141855807138964,0.0311241449041488,0.301007140192306,-0.106099989524084
"RNU6-283P",0.00499999988824129,0.28099998831749,0.0689999982714653,2,0,"Pseudogene","RNU6",0.277969463268397,0.157280940413984,0.0339729125081664,0.380938386102389,0.0410078664326998
"RNU6-284P",0.0109999999403954,-0.0554999988526106,0.0480000004172325,0,0,"Pseudogene","RNU6",0.622600287992335,-0.032440659030006,0.0352307375443433,-0.0572931550601315,0.230253850806075
"RNU6-285P",0.0839999988675117,0.30799999833107,0.0364999994635582,2,0,"Pseudogene","RNU6",-0.000793163667953187,0.0475189449613372,0.023969169178399,0.0946439238157219,-0.266891503471953
"RNU6-286P",0.00100000004749745,-0.157000005245209,0,1,0,"Pseudogene","RNU6",0.817381154824799,-0.0456246756279362,0.0383909725381369,-0.149285265734313,0.261317451246974
"RNU6-287P",0.0089999996125698,-0.271999999880791,0.0484999995678663,8,0,"Pseudogene","RNU6",0.849372167617117,-0.149942224797807,0.0365714975987806,-0.314446947037613,0.391103351357312
"RNU6-288P",0.0450000017881393,0.277999997138977,0.034000001847744,8,0,"Pseudogene","RNU6",0.174841003155789,0.103297308773485,0.0295711355022381,0.21218026278372,-0.130399827792661
"RNU6-289P",0.103000000119209,0.30799999833107,0.046000000089407,0,0,"Pseudogene","RNU6",-0.0810078962785542,0.00778467907037935,0.0210894843592807,0.0207694833065199,-0.310645119297627
"RNU6-28P",0.0280000008642673,0.146999999880791,-0.243000000715256,2,0,"Pseudogene","RNU6",0.687867653084048,0.208424413476314,0.0400466654764308,0.0760512361063047,-0.398278917672497
"RNU6-290P",0.111000001430511,0.301999986171722,0.0450000017881393,1,0,"Pseudogene","RNU6",-0.103007983860168,-0.00932827901693447,0.0200655284895973,-0.0186092469014014,-0.332171254448011
"RNU6-291P",0.718999981880188,0.214000001549721,0.46000000834465,3,0,"Pseudogene","RNU6",-2.70971604385254,-1.37935460082451,-0.0739061373493466,-2.47765818765623,-1.50172015913482
"RNU6-293P",0.476999998092651,0.146999999880791,0.449999988079071,1,0,"Pseudogene","RNU6",-1.74615346556156,-0.975508310645652,-0.0403366555784266,-1.59875148987198,-0.732851326710015
"RNU6-294P",0.0760000012814999,0.446000009775162,0.0900000035762787,1,0,"Pseudogene","RNU6",-0.173276730462655,0.110808081932997,0.0229478061994719,0.303682993799132,-0.260910849332334
"RNU6-295P",0.0704999975860119,-0.0765000022947788,0.0340000009164214,0,0,"Pseudogene","RNU6",0.442700535315984,-0.144085804529143,0.0275943313061489,-0.321761196453179,0.0432914519862273
"RNU6-296P",0.0109999999403954,-0.025000000372529,0.0350000001490116,1,0,"Pseudogene","RNU6",0.606429101851946,-0.00805222073526899,0.0354640246077901,-0.0221731404333652,0.189297643133301
"RNU6-297P",0.0179999992251396,0.28099998831749,0.0450000017881393,0,0,"Pseudogene","RNU6",0.258059035419301,0.146437183358129,0.0328357694907553,0.325584612821809,-0.0343566035551276
"RNU6-298P",0.0554999988526106,0.214000001549721,-0.0464999992400408,5,0,"Pseudogene","RNU6",0.293967039221507,0.0911510396445614,0.0306102508375785,0.0796412710654271,-0.236876632636582
"RNU6-299P",0.0020000000949949,-0.042000001296401,0.0280000008642673,1,0,"Pseudogene","RNU6",0.664620514099333,0.00236653974312862,0.0369618860225665,-0.00827658343792759,0.218326991558466
"RNU6-29P",0.0299999993294477,0.486999988555908,0.200000002980232,18,0,"Pseudogene","RNU6",-0.173610232853052,0.160443536790562,0.026220889143503,0.552860547882234,0.014422126166612
"RNU6-300P",0.0590000003576279,-0.212999999523163,0.0270000007003546,1,0,"Pseudogene","RNU6",0.631589572194128,-0.196424773787507,0.0299867688959491,-0.444027196104608,0.164791613819038
"RNU6-301P",0.00800000037997961,-0.101000003516674,0.809000015258789,10,0,"Pseudogene","RNU6",-0.192566500379692,-0.461430375575244,0.0149842850534654,0.0194573772581728,1.40488691480563
"RNU6-302P",0.0179999992251396,-0.212999999523163,0.0480000004172325,4,0,"Pseudogene","RNU6",0.757169661441146,-0.133281558439496,0.0350394373664471,-0.277899885132016,0.320924075567358
"RNU6-303P",0.0280000008642673,0.272000014781952,-0.319999992847443,0,0,"Pseudogene","RNU6",0.648977833202545,0.320154069059449,0.0415792611051876,0.216689297649224,-0.601708036068481
"RNU6-304P",0.0179999992251396,0.194999992847443,-0.451999992132187,3,0,"Pseudogene","RNU6",0.915024744425328,0.366427941358544,0.0469709350928456,0.141097621847616,-0.712984094661486
"RNU6-306P",0.0140000004321337,0.28099998831749,0.0860000029206276,2,0,"Pseudogene","RNU6",0.22561693987087,0.131876194705812,0.0322761679583608,0.347861364491432,0.0389304397549515
"RNU6-307P",0.0245000002905726,-0.016499999910593,0.0824999995529652,7,0,"Pseudogene","RNU6",0.493841239532001,-0.0522278802733568,0.0323501644323943,-0.0583719903758464,0.213157490743296
"RNU6-308P",0.0270000007003546,-0.356000006198883,0.133000001311302,3,0,"Pseudogene","RNU6",0.772436136259198,-0.276219443718587,0.0321015271418322,-0.474806639423548,0.521524568765387
"RNU6-309P",0.027500000782311,0.356000006198883,0.181999996304512,0,0,"Pseudogene","RNU6",-0.0099555294760321,0.0977398573834467,0.0274217066859825,0.401279766192583,0.0874337445376746
"RNU6-30P",0.635999977588654,0.239999994635582,0.449999988079071,31,0,"Pseudogene","RNU6",-2.42249563217924,-1.20488664928228,-0.0620673046615736,-2.11967745861754,-1.28131220321004
"RNU6-310P",0.214000001549721,0.347000002861023,0.0020000000949949,2,0,"Pseudogene","RNU6",-0.47574259105525,-0.1464025237868,0.0070083704714401,-0.380085983949781,-0.741453014000149
"RNU6-311P",0.532499998807907,0.305999994277954,0.785000026226044,1,0,"Pseudogene","RNU6",-2.49455508927043,-1.16657033222832,-0.0578676333974494,-1.57177468907669,-0.515909421807372
"RNU6-312P",0.0590000003576279,0.0109999999403954,0.150000005960464,92,0,"Pseudogene","RNU6",0.25969301533125,-0.121200292684872,0.026740956540494,-0.157908014100057,0.192853207489091
"RNU6-313P",0.550000011920929,0.194999992847443,0.449000000953674,2,0,"Pseudogene","RNU6",-2.06050276994488,-1.07941604682166,-0.0504729014701116,-1.83059016399371,-0.990469105849603
"RNU6-314P",0.00949999969452619,-0.309499993920326,0.815999984741211,7,0,"Pseudogene","RNU6",0.00619602420970967,-0.586068657946812,0.0154918111997703,-0.239932581600322,1.55860516413573
"RNU6-315P",0.00800000037997961,0.165999993681908,0.097000002861023,5,0,"Pseudogene","RNU6",0.351846741853079,0.0723731655651832,0.0333499950776868,0.232707962403436,0.155316965777565
"RNU6-316P",0.0020000000949949,-0.140000000596046,-0.225999996066093,6,0,"Pseudogene","RNU6",1.05525718930524,0.0848738935661168,0.0444746719942088,-0.168880249644285,-0.0899821627558759
"RNU6-317P",0.180999994277954,0.118000000715256,0.12899999320507,1,6.12,"Pseudogene","RNU6",-0.267698450895541,-0.284743652128897,0.00897071326241751,-0.50839665312619,-0.289505491440764
"RNU6-318P",0.0140000004321337,0.239999994635582,-0.0560000017285347,1,0,"Pseudogene","RNU6",0.430100003195556,0.185150759343488,0.0363654489985321,0.275222549398445,-0.143383117133527
"RNU6-319P",0.0810000002384186,0.214000001549721,0.176500000059605,2,0,"Pseudogene","RNU6",-0.0546220773247371,-0.0756124603947226,0.0209424801643515,0.0140073879941186,0.0173517436084258
"RNU6-31P",0.067500002682209,0.152999997138977,0.197999998927116,1,0,"Pseudogene","RNU6",0.0321504099541516,-0.097440586692582,0.0224545717096169,-0.00335128248022687,0.133683092350139
"RNU6-320P",0.0345000009983778,0.30799999833107,0.0209999997168779,1,0,"Pseudogene","RNU6",0.197792007065376,0.1450147830018,0.0311371948839352,0.28907031385401,-0.13940363875008
"RNU6-321P",0.00300000002607703,0.44200000166893,0.0325000006705523,1,0,"Pseudogene","RNU6",0.163306347306647,0.271259527256479,0.0345111833589988,0.579890823381699,-0.121559837909461
"RNU6-322P",0.00800000037997961,0.214000001549721,-0.843999981880188,43,0,"Pseudogene","RNU6",1.38011866212674,0.613248055675923,0.0595710164652722,0.138477646187049,-1.27780655352691
"RNU6-323P",0.00700000021606683,0.263999998569489,-0.509999990463257,15,0,"Pseudogene","RNU6",0.951058502469219,0.458486392807491,0.0499121297115055,0.258963165977404,-0.814304542428335
"RNU6-324P",0.0125000001862645,-0.159999996423721,-0.988000005483627,12,0,"Pseudogene","RNU6",1.91030033361644,0.466574011838305,0.0642258826006108,-0.356913052961844,-1.24173317201779
"RNU6-325P",0.00300000002607703,0.30799999833107,0.00700000021606683,5,0,"Pseudogene","RNU6",0.328751523967147,0.210060192544833,0.0358718661442113,0.411771031841328,-0.0642299903961097
"RNU6-326P",0.0040000001899898,0.197999998927116,0.0839999988675117,0,0,"Pseudogene","RNU6",0.348956539250186,0.103825524677296,0.0340457116215434,0.286039346150184,0.125204488614366
"RNU6-327P",0.0219999998807907,0.00999999977648258,0.0350000001490116,10,0.85,"Pseudogene","RNU6",0.530341588614402,-0.00664771138485173,0.0339112608020934,-0.0238528862538982,0.131379650001539
"RNU6-328P",0.0020000000949949,-0.225499995052814,-0.388000011444092,1,0,"Pseudogene","RNU6",1.32807395242588,0.123156451547226,0.049265939912452,-0.298765637227522,-0.270654715198325
"RNU6-329P",0.104999996721745,0.30799999833107,0.0230000000447035,0,0,"Pseudogene","RNU6",-0.0619548975358175,0.0165798732809672,0.0214509882789529,0.00915390641990091,-0.350966371395958
"RNU6-32P",0.242499999701977,0.342000007629395,0,7,0,"Pseudogene","RNU6",-0.572618724640631,-0.198730174329323,0.0032616629242735,-0.500227805698056,-0.827374354534477
"RNU6-330P",0.116999998688698,0.202000007033348,0.680000007152557,0,0,"Pseudogene","RNU6",-0.750830858125289,-0.419191981862589,0.00217278030531699,-0.0634400565325371,0.665728630796488
"RNU6-331P",0.158000007271767,0.30799999833107,0.224000006914139,2,0,"Pseudogene","RNU6",-0.485936080549775,-0.187100090239159,0.008701932376581,-0.169721564267005,-0.212936513632439
"RNU6-332P",0.189999997615814,0.359999999403954,0.793500006198883,0,0,"Pseudogene","RNU6",-1.30829507005963,-0.522939995718994,-0.0116320006824952,-0.142547031901781,0.500426440689959
"RNU6-333P",0.319000005722046,0.0769999995827675,0.439999997615814,1,0,"Pseudogene","RNU6",-1.08639838437892,-0.724567307077927,-0.0181881935431832,-1.05765979404832,-0.217335804622617
"RNU6-334P",0.0120000001043081,-0.013499999884516,-0.32200001180172,0,0,"Pseudogene","RNU6",1.00022367855576,0.188989199997692,0.0451092212157146,-0.0688803719415754,-0.353357503884135
"RNU6-335P",0.0040000001899898,-0.241999998688698,0.00300000002607703,5,0,"Pseudogene","RNU6",0.889347833075409,-0.0999548155337601,0.0383345768250572,-0.264917998515537,0.31716283696214
"RNU6-336P",0.0230000000447035,0.232999995350838,-0.194999992847443,2,0,"Pseudogene","RNU6",0.563610818293892,0.240089857194944,0.0390157658169094,0.208665280162467,-0.372659525545509
"RNU6-337P",0.0130000002682209,-0.059000002220273,0.0435000006109476,3,0,"Pseudogene","RNU6",0.623915044337578,-0.035097704674003,0.0351360813779574,-0.0704759760889198,0.220085530331238
"RNU6-338P",0.546000003814697,0.118000000715256,0.275000005960464,0,0,"Pseudogene","RNU6",-1.76807337215003,-1.02214960157286,-0.0448051548491401,-1.93633293937299,-1.18273651686321
"RNU6-339P",0.0160000007599592,-0.180999994277954,-0.0230000000447035,5,0,"Pseudogene","RNU6",0.813243743419129,-0.0731602706853293,0.037138493652093,-0.242232954363552,0.198653234035962
"RNU6-33P",0.0829999968409538,0.114000000059605,0.195999994874001,23,4.36,"Pseudogene","RNU6",0.0167909694467961,-0.142667824467708,0.0208089198264843,-0.114694469565147,0.112189165392659
"RNU6-340P",0.0040000001899898,-0.193000003695488,-0.0189999993890524,7,6.14,"Pseudogene","RNU6",0.864633018632277,-0.0601026789335113,0.0386843755151617,-0.20870536070583,0.249723074869255
"RNU6-341P",0.0294999992474914,0.167000003159046,0.0359999984502792,9,0,"Pseudogene","RNU6",0.342077368819338,0.0677110797026677,0.0321456732133835,0.138412019724653,-0.00143273500494656
"RNU6-342P",0.00499999988824129,0.30799999833107,-0.0125000001862645,4,0,"Pseudogene","RNU6",0.343826586829077,0.216801407199948,0.0361240858473822,0.400791933322672,-0.0993849800395755
"RNU6-343P",0.00100000004749745,-0.0880000032484531,0.0149999996647239,50,0,"Pseudogene","RNU6",0.728361134595047,-0.00661836229448931,0.0382897889405387,-0.0664528133612864,0.236805383311579
"RNU6-344P",0.0419999994337559,0.305999994277954,0.749000012874603,2,0,"Pseudogene","RNU6",-0.661873848526897,-0.262073097148678,0.010056808090962,0.372681967769859,0.922892991240833
"RNU6-345P",0.0560000017285347,-0.0839999988675117,-0.0219999998807907,2,0,"Pseudogene","RNU6",0.567399844451541,-0.0916258777001823,0.0311765363345977,-0.2823503065433,0.00946050027206197
"RNU6-346P",0.0240000002086162,0.193000003695488,0.370999991893768,21,3.65,"Pseudogene","RNU6",-0.0485919269410603,-0.0863523589020004,0.0236556385107245,0.244461066481381,0.496028512947745
"RNU6-347P",0.00300000002607703,-0.172000005841255,0.0189999993890524,1,0,"Pseudogene","RNU6",0.803566438007719,-0.0679437768994045,0.0376619510387373,-0.172540473781642,0.294161567542738
"RNU6-348P",0.0189999993890524,-0.239999994635582,0.0450000017881393,0,0,"Pseudogene","RNU6",0.784561805047171,-0.149370072986513,0.0350569276192735,-0.315030558079063,0.332406175176753
"RNU6-349P",0.00499999988824129,0.214000001549721,-0.0719999969005585,0,0,"Pseudogene","RNU6",0.507796418222441,0.195177784397303,0.0381395151025432,0.27676701700148,-0.121405966719074
"RNU6-34P",0.0230000000447035,-0.152999997138977,0.200000002980232,2,0,"Pseudogene","RNU6",0.503730377678253,-0.190747154218752,0.0298679695159541,-0.200094488646706,0.489293493547215
"RNU6-351P",0.0130000002682209,0.30799999833107,0.0155000002123415,0,0,"Pseudogene","RNU6",0.28265263206167,0.186602716347675,0.0342093790102351,0.373759124869842,-0.0822204209161288
"RNU6-352P",0.0089999996125698,-0.185000002384186,0.0469999983906746,0,0,"Pseudogene","RNU6",0.762826497067172,-0.101370717005392,0.0361171812305137,-0.20774357686433,0.326769290694103
"RNU6-353P",0.00499999988824129,0.296000003814697,-0.449000000953674,204,0,"Pseudogene","RNU6",0.849655798483882,0.478724569829396,0.0507675514484372,0.300800243913152,-0.731893483646529
"RNU6-354P",0.0320000015199184,-0.226999998092651,0.0260000005364418,41,0,"Pseudogene","RNU6",0.744273326189018,-0.148414831404123,0.034271315689782,-0.357100141767478,0.257131480016332
"RNU6-355P",0.00499999988824129,0.248500004410744,-0.00349999975878745,5,0,"Pseudogene","RNU6",0.394025260700871,0.17853822403132,0.0361578518408258,0.329440053276171,-0.0437115499603434
"RNU6-356P",0.00999999977648258,0.211999997496605,0.453000009059906,0,0,"Pseudogene","RNU6",-0.110071085341008,-0.0980927292483931,0.0229863942775114,0.33806422531369,0.646281067383176
"RNU6-358P",0.470999985933304,0.239999994635582,0.458999991416931,2,0,"Pseudogene","RNU6",-1.82922062482979,-0.916890225343251,-0.0401743905903322,-1.45989852576474,-0.767167200862033
"RNU6-359P",0.415500000119209,0.17399999499321,0.202500000596046,2,0,"Pseudogene","RNU6",-1.26541298336905,-0.715681230940115,-0.0252293604268697,-1.36073005870997,-0.933270531083053
"RNU6-35P",0.103000000119209,0.164000004529953,0.200000002980232,2,0,"Pseudogene","RNU6",-0.11102493184208,-0.156191237670066,0.0175191290206234,-0.130821221934139,0.0208872367655284
"RNU6-360P",0.143500000238419,0.0549999997019768,0.00499999988824129,1,0,"Pseudogene","RNU6",0.0754715271816066,-0.18577419572597,0.0178525075533281,-0.456026302472076,-0.315273467823464
"RNU6-361P",0.0209999997168779,0.279000014066696,-0.0149999996647239,2,0,"Pseudogene","RNU6",0.317830167555168,0.17258597338632,0.0341158907415843,0.301497697512466,-0.131289330717711
"RNU6-362P",0.370000004768372,-0.0684999991208315,0.390500009059906,1,0,"Pseudogene","RNU6",-1.06788337849084,-0.871989147170658,-0.023122444857721,-1.4461190491122,-0.342909898182641
"RNU6-363P",0.257999986410141,0.136999994516373,0.361999988555908,0,0,"Pseudogene","RNU6",-0.835241926804826,-0.538760895712781,-0.00799891797546935,-0.754145931056136,-0.190480405332376
"RNU6-364P",0.0659999996423721,0.30799999833107,0.0280000008642673,1,0,"Pseudogene","RNU6",0.074722313156283,0.0844103210439243,0.0266465920576869,0.164938593835461,-0.224822636897179
"RNU6-365P",0.0020000000949949,-0.0425000004470348,0.0590000003576279,3,0,"Pseudogene","RNU6",0.629537793769518,-0.0143002567249415,0.0361346383473477,-0.00410793590136117,0.264913604909222
"RNU6-366P",0.0204999996349215,0.30799999833107,0.0025000000023283,0,0,"Pseudogene","RNU6",0.270158076689965,0.180082504926146,0.0335447091764478,0.341867860518067,-0.12439009742982
