"gene_name","gene_group","chromosome","start","end","gene_length","flank_length","intergenic_density_1000genomes","intergenic_density_gnomad","intergenic_density_pangenome","intergenic_density_dbsnp","locus_type","gene_type","Gene_group","Gene_Type","source","snp_count","snp_density","flank_count","flank_density","enrichment","enrichment_intergenic","Gene_Type_combined","Gene_group_f","y_num","y_offset","y_pos","q1","q3","iqr","is_outlier"
"RNU2-63P","RNU2","chr2",88016358,88016547,190,19000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU2","Pseudogene","1000genomes",59,0.310526315789474,96,0.0050526315789473,61.4583333333333,14.5300142518768,"RNU2.Pseudogene","RNU2",13,-0.15,12.85,0.742723354279418,1.82983798456549,1.08711463028608,TRUE
"RNU4-1","RNU4","chr12",120293093,120293237,145,14499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU4","Functional","1000genomes",72,0.496551724137931,287,0.0197944685840402,25.085377868557,23.234435413872,"RNU4.Functional","RNU4",12,0.15,12.15,0.731118301868802,2.78521257854782,2.05409427667902,TRUE
"RNU4-2","RNU4","chr12",120291759,120291903,145,14499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU4","Functional","1000genomes",30,0.206896551724138,329,0.0226912200841437,9.11791216853579,9.68101475578,"RNU4.Functional","RNU4",12,0.15,12.15,0.731118301868802,2.78521257854782,2.05409427667902,TRUE
"RNU5E-1","RNU5","chr1",11908152,11908272,121,12099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU5","Functional","1000genomes",73,0.603305785123967,240,0.0198363501115794,30.414152892562,28.2296256721574,"RNU5.Functional","RNU5",11,0.15,11.15,1.19978387998983,11.5979108399017,10.3981269599119,TRUE
"RNU5E-6P","RNU5","chr1",44819883,44819997,115,11499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU5","Pseudogene","1000genomes",59,0.51304347826087,97,0.0084355161318375,60.8194531600179,24.0061105031009,"RNU5.Pseudogene","RNU5",11,-0.15,10.85,0.531722401359129,1.68618275025598,1.15446034889685,TRUE
"RNU5A-8P","RNU5","chr1",210374154,210374267,114,11400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU5","Pseudogene","1000genomes",45,0.394736842105263,103,0.0090350877192982,43.6893203883495,18.4703570998434,"RNU5.Pseudogene","RNU5",11,-0.15,10.85,0.531722401359129,1.68618275025598,1.15446034889685,TRUE
"RNU5E-4P","RNU5","chr1",11909808,11909927,120,12000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU5","Pseudogene","1000genomes",29,0.241666666666667,284,0.0236666666666666,10.2112676056338,11.3079630689041,"RNU5.Pseudogene","RNU5",11,-0.15,10.85,0.531722401359129,1.68618275025598,1.15446034889685,TRUE
"RNU6-781P","RNU6","chr12",6709452,6709552,101,10099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","1000genomes",15,0.148514851485149,91,0.0090107931478364,16.4818844521815,6.94924326528763,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.487412201245868,2.12209931353238,1.63468711228651,TRUE
"RNU6-666P","RNU6","chr10",27315120,27315226,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","1000genomes",13,0.121495327102804,25,0.0023366669782222,51.9951401869159,5.68495726312938,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.487412201245868,2.12209931353238,1.63468711228651,TRUE
"RNU6-16P","RNU6","chr11",88612805,88612911,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","1000genomes",13,0.121495327102804,18,0.00168240022432,72.2154724818276,5.68495726312938,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.487412201245868,2.12209931353238,1.63468711228651,TRUE
"RNU6-457P","RNU6","chr16",6873899,6874005,107,10699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","1000genomes",12,0.11214953271028,73,0.006823067576409,16.4368198694149,5.24765285827327,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.487412201245868,2.12209931353238,1.63468711228651,TRUE
"RNU6-1279P","RNU6","chr3",196393710,196393812,103,10299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","1000genomes",11,0.106796116504854,107,0.0103893581901155,10.2793757372289,4.99715810209356,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.487412201245868,2.12209931353238,1.63468711228651,TRUE
"RNU6-328P","RNU6","chr16",7004007,7004112,106,10600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU6","Pseudogene","1000genomes",11,0.10377358490566,61,0.005754716981132,18.0327868852459,4.85572909920412,"RNU6.Pseudogene","RNU6",10,-0.15,9.85,0.487412201245868,2.12209931353238,1.63468711228651,TRUE
"RN7SL564P","RN7SL","chr6",122745280,122745529,250,25000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","1000genomes",18,0.072,67,0.00268,26.865671641791,3.36899313501144,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.838558625799343,1.65927557870934,0.820716952909996,TRUE
"RN7SL468P","RN7SL","chr2",119169822,119170115,294,29400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","1000genomes",21,0.0714285714285714,83,0.0028231292517006,25.3012048192771,3.34225509425738,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.838558625799343,1.65927557870934,0.820716952909996,TRUE
"RN7SL317P","RN7SL","chr19",53629713,53630041,329,32899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","1000genomes",23,0.0699088145896656,94,0.0028572297030304,24.4673413955895,3.27114328374127,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.838558625799343,1.65927557870934,0.820716952909996,TRUE
"RN7SL677P","RN7SL","chr15",97353497,97353815,319,31899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","1000genomes",22,0.0689655172413793,94,0.0029468008401517,23.4035216434336,3.22700491859333,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.838558625799343,1.65927557870934,0.820716952909996,TRUE
"RN7SL128P","RN7SL","chr6",20421583,20421887,305,30499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","1000genomes",21,0.0688524590163934,891,0.029214072592544,2.35682508141525,3.22171474659564,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.838558625799343,1.65927557870934,0.820716952909996,TRUE
"RN7SL553P","RN7SL","chr3",5252926,5253223,298,29800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","1000genomes",20,0.0671140939597315,99,0.0033221476510067,20.2020202020202,3.14037391406734,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.838558625799343,1.65927557870934,0.820716952909996,TRUE
"RN7SL318P","RN7SL","chr8",5142411,5142707,297,29699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","1000genomes",19,0.0639730639730639,151,0.0050843462742853,12.5823577942783,2.99340018542917,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.838558625799343,1.65927557870934,0.820716952909996,TRUE
"TRP-AGG2-6","TRNA","chr14",20613401,20613472,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, transfer","functional","TRNA","Functional","1000genomes",28,0.388888888888889,167,0.0231944444444444,16.7664670658683,18.1967221798458,"TRNA.Functional","TRNA",4,0.15,4.15,1.37123637179145,6.49882934994491,5.12759297815346,TRUE
"TRT-CGT5-1","TRNA","chr6",27618356,27618429,74,7400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, transfer","functional","TRNA","Functional","1000genomes",24,0.324324324324324,38,0.0051351351351351,63.1578947368421,15.1756447523038,"TRNA.Functional","TRNA",4,0.15,4.15,1.37123637179145,6.49882934994491,5.12759297815346,TRUE
"TRG-CCC4-1","TRNA","chr1",16678271,16678341,71,7099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, transfer","functional","TRNA","Functional","1000genomes",23,0.323943661971831,47,0.0066206507958867,48.9292777944261,15.1578329626884,"TRNA.Functional","TRNA",4,0.15,4.15,1.37123637179145,6.49882934994491,5.12759297815346,TRUE
"TRS-ACT1-1","TRNA","chr6",27293892,27293965,74,7400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","1000genomes",12,0.162162162162162,86,0.0116216216216216,13.953488372093,7.58782237615189,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.954559475814465,1.95854747433177,1.0039879985173,TRUE
"TRA-TGC9-1","TRNA","chr6",28634082,28634153,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","1000genomes",11,0.152777777777778,31,0.0043055555555555,35.4838709677419,7.1487122849394,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.954559475814465,1.95854747433177,1.0039879985173,TRUE
"TRE-TTC6-1","TRNA","chr1",148308922,148308993,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","1000genomes",7,0.0972222222222222,22,0.0030555555555555,31.8181818181818,4.54918054496144,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.954559475814465,1.95854747433177,1.0039879985173,TRUE
"TRQ-CTG9-1","TRNA","chr1",148353561,148353632,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","1000genomes",7,0.0972222222222222,41,0.0056944444444444,17.0731707317073,4.54918054496144,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.954559475814465,1.95854747433177,1.0039879985173,TRUE
"TRUND-NNN3-1","TRNA","chr1",161420871,161420943,73,7299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","1000genomes",7,0.0958904109589041,48,0.0065762433210028,14.5813356164384,4.48686300324964,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.954559475814465,1.95854747433177,1.0039879985173,TRUE
"TRA-AGC23-1","TRNA","chr6",28778767,28778838,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","1000genomes",6,0.0833333333333333,17,0.0023611111111111,35.2941176470588,3.89929760996695,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.954559475814465,1.95854747433177,1.0039879985173,TRUE
"TRK-CTT13-1","TRNA","chr1",165596913,165596985,73,7299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","1000genomes",6,0.0821917808219178,20,0.0027401013837511,29.9958904109589,3.84588257421397,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.954559475814465,1.95854747433177,1.0039879985173,TRUE
"TRK-CTT14-1","TRNA","chr16",3196153,3196225,73,7299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","1000genomes",6,0.0821917808219178,25,0.0034251267296889,23.9967123287671,3.84588257421397,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.954559475814465,1.95854747433177,1.0039879985173,TRUE
"RN7SKP176","RN7SK","chr16",81961926,81962243,318,31800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","1000genomes",29,0.0911949685534591,119,0.0037421383647798,24.3697478991597,4.26715587505817,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,1.10470078987251,1.93577044893963,0.831069659067128,TRUE
"RN7SKP161","RN7SK","chr12",10084186,10084490,305,30499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","1000genomes",23,0.0754098360655737,73,0.0023935210990524,31.5058163036155,3.52854472246189,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,1.10470078987251,1.93577044893963,0.831069659067128,TRUE
"RN7SKP258","RN7SK","chr9",18651147,18651450,304,30400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","1000genomes",21,0.069078947368421,137,0.0045065789473684,15.3284671532847,3.2323124924726,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,1.10470078987251,1.93577044893963,0.831069659067128,TRUE
"RN7SKP166","RN7SK","chr12",66292683,66292987,305,30499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","1000genomes",21,0.0688524590163934,75,0.0024590970195744,27.9990819672131,3.22171474659564,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,1.10470078987251,1.93577044893963,0.831069659067128,TRUE
"RNU7-1","RNU7","chr12",6943816,6943878,63,6299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU7","Functional","1000genomes",23,0.365079365079365,136,0.0215907286870931,16.9090802987862,17.0826371484266,"RNU7.Functional","RNU7",2,0.15,2.15,0.516083507201508,3.04036142315605,2.52427791595454,TRUE
"RNU7-190P","RNU7","chr2",117139715,117139775,61,6099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","1000genomes",6,0.0983606557377049,8,0.0013116904410559,74.9877049180328,4.60244963799377,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.270993656291139,1.50940552643882,1.23841187014768,TRUE
"RNU7-49P","RNU7","chr11",14478892,14478953,62,6200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","1000genomes",6,0.0967741935483871,3,0.0004838709677419,200,4.52821657931645,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.270993656291139,1.50940552643882,1.23841187014768,TRUE
"RNU7-33P","RNU7","chr4",3078484,3078542,59,5899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","1000genomes",5,0.0847457627118644,17,0.0028818443804034,29.4067796610169,3.96538739996639,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.270993656291139,1.50940552643882,1.23841187014768,TRUE
"RNU7-99P","RNU7","chr16",6748908,6748969,62,6200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","1000genomes",5,0.0806451612903225,40,0.0064516129032258,12.5,3.77351381609704,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.270993656291139,1.50940552643882,1.23841187014768,TRUE
"RNVU1-15","RNU1","chr1",144412576,144412740,165,16499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU1","Functional","pangenome",24,0.145454545454545,288,0.0174556033699012,8.33282828282828,20.4827091796675,"RNU1.Functional","RNU1",14,0.15,14.15,0.771117858687236,4.76257508975614,3.9914572310689,TRUE
"RNU1-3","RNU1","chr1",16666785,16666948,164,16400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU1","Functional","pangenome",14,0.0853658536585365,1335,0.0814024390243902,1.04868913857678,12.0211021862378,"RNU1.Functional","RNU1",14,0.15,14.15,0.771117858687236,4.76257508975614,3.9914572310689,TRUE
"RNVU1-14","RNU1","chr1",145281116,145281279,164,16400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU1","Functional","pangenome",13,0.0792682926829268,151,0.0092073170731707,8.60927152317881,11.1624520300779,"RNU1.Functional","RNU1",14,0.15,14.15,0.771117858687236,4.76257508975614,3.9914572310689,TRUE
"RNVU1-7","RNU1","chr1",148038753,148038916,164,16400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU1","Functional","pangenome",13,0.0792682926829268,233,0.0142073170731707,5.5793991416309,11.1624520300779,"RNU1.Functional","RNU1",14,0.15,14.15,0.771117858687236,4.76257508975614,3.9914572310689,TRUE
"RNU1-152P","RNU1","chr6",32576277,32576423,147,14699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","pangenome",26,0.17687074829932,1735,0.11803524049255,1.49845713501539,24.9066956861603,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,0,2.47154077529225,2.47154077529225,TRUE
"RNU1-61P","RNU1","chr6",32549940,32550090,151,15099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","pangenome",17,0.112582781456954,1131,0.074905622888933,1.50299506385371,15.8537525521433,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,0,2.47154077529225,2.47154077529225,TRUE
"RNU1-28P","RNU1","chr14",34556226,34556389,164,16400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","pangenome",14,0.0853658536585365,428,0.0260975609756097,3.27102803738318,12.0211021862378,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,0,2.47154077529225,2.47154077529225,TRUE
"RNU1-27P","RNU1","chr14",34546714,34546877,164,16400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","pangenome",8,0.048780487804878,536,0.0326829268292682,1.49253731343284,6.86920124927873,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,0,2.47154077529225,2.47154077529225,TRUE
"RNU2-2","RNU2","chr11",62841619,62841809,191,19099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU2","Functional","pangenome",8,0.0418848167539267,185,0.0096863710141892,4.32409791990944,5.89816232922363,"RNU2.Functional","RNU2",13,0.15,13.15,0,2.10364502026407,2.10364502026407,TRUE
"RNU2-63P","RNU2","chr2",88016358,88016547,190,19000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU2","Pseudogene","pangenome",17,0.0894736842105263,155,0.0081578947368421,10.9677419354839,12.5995612388086,"RNU2.Pseudogene","RNU2",13,-0.15,12.85,0,1.46686068343973,1.46686068343973,TRUE
"RNU2-70P","RNU2","chr1",236267780,236267958,179,17899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU2","Pseudogene","pangenome",5,0.0279329608938547,206,0.0115090228504385,2.42704886912187,3.93348116229648,"RNU2.Pseudogene","RNU2",13,-0.15,12.85,0,1.46686068343973,1.46686068343973,TRUE
"RNU4-1","RNU4","chr12",120293093,120293237,145,14499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU4","Functional","pangenome",17,0.117241379310345,221,0.0152424305124491,7.69177718832891,16.5097698991285,"RNU4.Functional","RNU4",12,0.15,12.15,0,1.98336092408752,1.98336092408752,TRUE
"RNU4-86P","RNU4","chr11",126214260,126214478,219,21899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU4","Pseudogene","pangenome",8,0.0365296803652968,212,0.009680807342801,3.77341259584733,5.14405938302152,"RNU4.Pseudogene","RNU4",12,-0.15,11.85,0,1.99742731362006,1.99742731362006,TRUE
"RNU5D-1","RNU5","chr1",44731069,44731170,102,10200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU5","Functional","pangenome",18,0.176470588235294,94,0.0092156862745098,19.1489361702128,24.8503456959201,"RNU5.Functional","RNU5",11,0.15,11.15,0,3.61073399000549,3.61073399000549,TRUE
"RNU5F-1","RNU5","chr1",44721785,44721901,117,11699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU5","Functional","pangenome",18,0.153846153846154,80,0.0068381912984015,22.4980769230769,21.6644039400329,"RNU5.Functional","RNU5",11,0.15,11.15,0,3.61073399000549,3.61073399000549,TRUE
"RNU5E-1","RNU5","chr1",11908152,11908272,121,12099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU5","Functional","pangenome",17,0.140495867768595,181,0.0149599140424828,9.39148897310625,19.7844350030879,"RNU5.Functional","RNU5",11,0.15,11.15,0,3.61073399000549,3.61073399000549,TRUE
"RNU5E-4P","RNU5","chr1",11909808,11909927,120,12000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU5","Pseudogene","pangenome",12,0.1,183,0.01525,6.55737704918033,14.0818625610214,"RNU5.Pseudogene","RNU5",11,-0.15,10.85,0,2.07086214132668,2.07086214132668,TRUE
